greV,greQ,greA,cgpa,univName
154,159,3.5,0.7504,SUNY Buffalo
150,165,3,0.78,Rutgers University New Brunswick/Piscataway
148,164,3,0.771,Ohio State University Columbus
150,165,3,0.78,Ohio State University Columbus
153,161,4,0.88,Ohio State University Columbus
130,159.5744681,4,0.7456,Ohio State University Columbus
152,163,3,0.732,Northeastern University
130,148.9361702,3.5,0.65,Northeastern University
148,161,4,0.719,Northeastern University
140.4255319,165.9574468,4.5,0.72,Northeastern University
130,153.1914894,3,0.81,Northeastern University
130,148.9361702,3.5,0.71,Northeastern University
153,150,0,0.68,Northeastern University
143,159,3,0.67,Northeastern University
130,170.212766,3,0.68,Northeastern University
153,159,3.5,0.659,Northeastern University
154,162,3,0.77,Northeastern University
154,155,3,0.724,Northeastern University
130,165.9574468,3.5,0.84,North Carolina State University
130,170.212766,4.5,0.756,North Carolina State University
155,164,3.5,0.72,North Carolina State University
136.1702128,168.0851064,4,0.79,North Carolina State University
130,170.212766,3.5,0.78,North Carolina State University
130,168.0851064,4,0.733,North Carolina State University
130,168.0851064,0,0.073,North Carolina State University
130,168.0851064,4.5,0.85,North Carolina State University
130,189.3617021,3,0.7,North Carolina State University
143,166,0,0.8,North Carolina State University
134.0425532,168.0851064,4,0.78,North Carolina State University
130,170.212766,3,0.68,New York University
145,154,0,0.73,New Jersey Institute of Technology
153,150,0,0.68,New Jersey Institute of Technology
143,159,3,0.67,New Jersey Institute of Technology
162,161,3.5,0.798,Georgia Institute of Technology
169,168,5,0.74,Georgia Institute of Technology
130,168.0851064,3.5,0.75,Georgia Institute of Technology
152,158,4,0.79,Georgia Institute of Technology
148,164,3,0.771,George Mason University
131.9148936,153.1914894,3.5,0.805,George Mason University
130,155.3191489,2.5,0,George Mason University
153,150,0,0.68,George Mason University
131.9148936,153.1914894,3.5,0.805,Clemson University
130,159.5744681,3.5,0.72,Clemson University
130,168.0851064,3,0.77,Clemson University
130,148.9361702,3,0.72,Clemson University
153,160,4,0.75,Clemson University
151,165,0,0.794,Clemson University
158,170,4,0.84,Clemson University
130,161.7021277,3,0.828,Clemson University
143,166,0,0.8,Clemson University
130,159.5744681,4,0.82,Carnegie Mellon University
130,144.6808511,3.5,0.81,Carnegie Mellon University
150,164,4,0.7968,Arizona State University
149,161,3,0.834,Arizona State University
136.1702128,170.212766,5,0.85,Arizona State University
154,159,4,0.84,Arizona State University
146,163,3.5,0.905,Arizona State University
130,165.9574468,3,0.82,Arizona State University
136.1702128,168.0851064,4,0.79,Arizona State University
130,170.212766,3.5,0.78,Arizona State University
150,165,3,0.78,Arizona State University
148.9361702,157.4468085,4,0.77,Arizona State University
31,44,4,0.75,Arizona State University
153,161,4,0.88,Arizona State University
130,163.8297872,3,0.75,Arizona State University
158,159,3.5,0.799,Arizona State University
158,170,4,0.84,Arizona State University
130,159.5744681,2.5,0.76,Arizona State University
154,162,3,0.77,Arizona State University
143,166,0,0.8,Arizona State University
142.5531915,161.7021277,4,0.84,Arizona State University
155,162,3,0,University of Texas Dallas
155,162,3,0,University of Cincinnati
130,170.212766,3,0.68,Virginia Polytechnic Institute and State University
130,170.212766,3,0.68,University of Southern California
130,170.212766,3,0.68,Rutgers University New Brunswick/Piscataway
130,170.212766,3,0.68,Arizona State University
131.9148936,165.9574468,4.5,0.9375,University of Texas Arlington
131.9148936,165.9574468,4.5,0.9375,SUNY Stony Brook
151,162,4,0.62,University of Illinois Chicago
151,162,4,0.62,University of Florida
151,162,4,0.62,SUNY Buffalo
130,159.5744681,3.5,0.63,University of Cincinnati
130,159.5744681,3.5,0.63,Texas A and M University College Station
130,159.5744681,3.5,0.63,Syracuse University
143,159,3.5,0.7109,University of Texas Dallas
150,159,2.5,0.7,University of Texas Arlington
130,157.4468085,3.5,0.7,University of North Carolina Charlotte
130,165.9574468,3,0.7,University of Illinois Chicago
153,164,3,0.73,University of Illinois Chicago
143,159,3.5,0.7109,University of Florida
150,159,2.5,0.7,University of Florida
149,162,3.5,0.7319,Syracuse University
130,161.7021277,3,0.73,SUNY Stony Brook
153,164,3,0.73,SUNY Buffalo
149,162,3.5,0.7319,SUNY Buffalo
153,164,3,0.73,Northeastern University
130,165.9574468,3,0.7,New Jersey Institute of Technology
130,146.8085106,3,0.7625,University of Illinois Urbana-Champaign
160,163,4,0.916,University of Washington
158,163,3.5,0.656,University of Texas Dallas
130,170.212766,3.5,0.873,University of Pennsylvania
160,163,4,0.916,University of Maryland College Park
158,163,3.5,0.656,University of Florida
160,163,4,0.916,University of Arizona
130,170.212766,4,0.9,Texas A and M University College Station
150,168,3.5,0.831,Rutgers University New Brunswick/Piscataway
145,165,3.5,0.87,Clemson University
162,163,0,0.847,Carnegie Mellon University
162,165,5.5,0.975,University of Wisconsin Madison
146,158,3.5,0.793,University of Texas Dallas
148.9361702,170.212766,6,0.67,University of Texas Austin
148.9361702,170.212766,6,0.67,University of Southern California
162,165,5.5,0.975,University of Illinois Chicago
161,161,4,0.83,University of Florida
154,164,3.5,0.778,University of Cincinnati
130,168.0851064,3.5,0.953,University of Cincinnati
144.6808511,170.212766,5,0.952,University of California Los Angeles
154,164,3.5,0.778,University of Arizona
130,168.0851064,3.5,0.953,Texas A and M University College Station
136.1702128,170.212766,5,0.76,Syracuse University
144.6808511,170.212766,5,0.952,SUNY Stony Brook
162,165,5.5,0.975,SUNY Stony Brook
146,158,3.5,0.793,Northeastern University
130,168.0851064,3.5,0.953,North Carolina State University
130,168.0851064,3.5,0.953,Cornell University
148.9361702,170.212766,6,0.67,Columbia University
161,161,4,0.83,Clemson University
144.6808511,170.212766,5,0.952,Carnegie Mellon University
130,130,3,0.75,University of Texas Dallas
130,170.212766,3,0.7,University of Texas Dallas
130,163.8297872,3,0.7374,University of Texas Dallas
130,170.212766,3,0.7,University of North Carolina Charlotte
154,157,4,0.78,SUNY Buffalo
154,157,4,0.78,Clemson University
149,165,3,0.73,Arizona State University
130,170.212766,4,0.77,Carnegie Mellon University
145,155,4,0.75,Texas A and M University College Station
162,154,4,0.76,University of Cincinnati
162,154,4,0.76,Arizona State University
130,155.3191489,3,0.685,Northeastern University
148,160,0,0.67,University of Texas Dallas
161,163,4,0.9325,University of Pennsylvania
157,162,5,0.7,University of North Carolina Charlotte
151,161,4,0.76,University of Maryland College Park
144,159,3,0.746,University of Illinois Chicago
148,160,0,0.67,University of Illinois Chicago
151,161,4,0.76,University of Illinois Chicago
157,162,5,0.7,University of Cincinnati
151,160,3.5,0.9,University of Cincinnati
148,160,0,0.67,University of Arizona
157,162,5,0.7,SUNY Buffalo
154,161,4,0.735,SUNY Buffalo
151,161,4,0.76,SUNY Buffalo
153,165,3,0.82625,New York University
157,162,5,0.7,Arizona State University
144,159,3,0.746,Arizona State University
130,168.0851064,3.5,0.95,Syracuse University
130,153.1914894,4.5,0.78,University of Illinois Chicago
130,170.212766,3,0.843,Virginia Polytechnic Institute and State University
160,162,3.5,0.922,University of Texas Dallas
130,170.212766,3,0.843,North Carolina State University
130,170.212766,3,0.843,Arizona State University
130,155.3191489,0,0,University of Texas Dallas
130,165.9574468,3,0.714,University of Southern California
130,165.9574468,3,0.714,University of Arizona
139,156,3,0,New Jersey Institute of Technology
146.8085106,170.212766,4.5,0.69,University of Colorado Boulder
146.8085106,170.212766,4.5,0.69,SUNY Buffalo
146.8085106,170.212766,4.5,0.69,North Carolina State University
146.8085106,170.212766,4.5,0.69,Arizona State University
130,159.5744681,3,0.6242,George Mason University
130,159.5744681,3,0.6242,Clemson University
162,168,3.5,0.825,University of Texas Dallas
156,162,4,0.829,University of Utah
156,162,4,0.829,University of Illinois Chicago
156,162,4,0.829,Clemson University
156,162,4,0.829,Arizona State University
130,168.0851064,3,0.84,New York University
130,165.9574468,3,0.83,University of Cincinnati
130,165.9574468,3,0.83,SUNY Stony Brook
130,165.9574468,3,0.83,SUNY Buffalo
140.4255319,170.212766,4.5,0.837,North Carolina State University
140.4255319,170.212766,4.5,0.76,University of Texas Dallas
140.4255319,170.212766,4.5,0.76,University of Florida
140.4255319,170.212766,4.5,0.76,SUNY Buffalo
140.4255319,170.212766,4.5,0.76,New York University
130,272.3404255,3,0,University of Texas Dallas
134.0425532,163.8297872,3,0.649,Clemson University
131.9148936,170.212766,3,0.77,University of Southern California
130,231.9148936,700,0,George Mason University
160,163,3.5,0.8,University of Washington
160,163,3.5,0.8,University of Pennsylvania
160,163,3.5,0.8,Clemson University
148,162,3,0.764,SUNY Buffalo
130,168.0851064,4.5,0.63,University of Washington
130,157.4468085,3,0.7,University of Washington
130,214.893617,600,0.52,University of Texas Dallas
130,170.212766,4,0.58,University of Texas Dallas
142.5531915,170.212766,4,0.64,University of Texas Dallas
145,160,3.5,0.65,University of Texas Dallas
130,159.5744681,3,0.65,University of Texas Dallas
130,161.7021277,4.5,0.6,University of Texas Dallas
158,162,3.5,0.752,University of Southern California
130,165.9574468,4,0,University of Southern California
130,165.9574468,4,0,University of Pennsylvania
130,155.3191489,3.5,0.68,University of Michigan Ann Arbor
160,163,4,0.6496,University of Massachusetts Amherst
130,165.9574468,4,0,University of Maryland College Park
153,170,4,0.6652,University of Illinois Urbana-Champaign
130,170.212766,3.5,0.6753,University of Illinois Chicago
130,168.0851064,0,0.975,University of Illinois Chicago
145,160,3.5,0.65,University of Florida
130,165.9574468,4,0,University of Florida
151.0638298,165.9574468,4,0.67,University of Florida
130,165.9574468,4,0,University of Colorado Boulder
130,161.7021277,4.5,0.6,University of Cincinnati
130,155.3191489,3.5,0.68,University of Arizona
130,168.0851064,4.5,0.63,University of Arizona
130,161.7021277,4.5,0.6,University of Arizona
130,157.4468085,3,0.7,University of Arizona
130,168.0851064,0,0.975,Texas A and M University College Station
153,170,4,0.6652,Texas A and M University College Station
130,214.893617,600,0.52,Syracuse University
130,163.8297872,3.5,0.68,Syracuse University
130,161.7021277,4.5,0.6,Syracuse University
130,163.8297872,3.5,0.68,SUNY Stony Brook
130,170.212766,3.5,0.6753,SUNY Buffalo
130,168.0851064,0,0.975,SUNY Buffalo
130,161.7021277,4.5,0.6,SUNY Buffalo
151.0638298,165.9574468,4,0.67,Ohio State University Columbus
130,155.3191489,3.5,0.68,Northeastern University
130,168.0851064,0,0.975,Northeastern University
161,162,4,0.75,Northeastern University
144,158,3,0.7,Northeastern University
145,160,3.5,0.65,Northeastern University
130,159.5744681,3,0.65,Northeastern University
151.0638298,165.9574468,4,0.67,North Carolina State University
16,37,4,0.53,New Jersey Institute of Technology
151.0638298,165.9574468,4,0.67,Georgia Institute of Technology
153,170,4,0.6652,Georgia Institute of Technology
145,160,3.5,0.65,George Mason University
130,165.9574468,4,0,Columbia University
151.0638298,165.9574468,4,0.67,Columbia University
151.0638298,165.9574468,4,0.67,Carnegie Mellon University
138.2978723,170.212766,3.5,0.64,Carnegie Mellon University
130,157.4468085,3,0.7,Carnegie Mellon University
130,168.0851064,0,0.975,Arizona State University
130,157.4468085,3.5,0,New Jersey Institute of Technology
130,168.0851064,4,0.6869,University of Texas Dallas
130,165.9574468,3.5,0.6014,University of Texas Dallas
130,159.5744681,5.5,0.61,University of Texas Arlington
150,165,3.5,0.8202,University of Texas Arlington
148,158,3.5,0.653,University of Texas Arlington
150,165,3.5,0.8202,University of Pennsylvania
130,159.5744681,5.5,0.61,University of North Carolina Charlotte
147,161,3,0.5933,University of Maryland College Park
144,156,3.5,0.62,University of Florida
150,165,3.5,0.8202,University of Colorado Boulder
130,168.0851064,4,0.6869,Texas A and M University College Station
142.5531915,163.8297872,3,0.663,Syracuse University
130,165.9574468,3.5,0.6014,Syracuse University
130,168.0851064,4,0.6869,SUNY Buffalo
130,168.0851064,4,0.6869,Northeastern University
130,159.5744681,5.5,0.61,Northeastern University
130,168.0851064,3.5,0.75,North Carolina State University
130,159.5744681,5.5,0.61,New Jersey Institute of Technology
130,168.0851064,4,0.6869,Carnegie Mellon University
148,158,3.5,0.653,Arizona State University
134.0425532,155.3191489,4,0.72,SUNY Stony Brook
144.6808511,170.212766,4,0.677,Virginia Polytechnic Institute and State University
153,161,4,0.736,University of Texas Dallas
152,161,3,0.88,University of Texas Dallas
130,170.212766,3.5,0.815,University of Texas Dallas
156,169,3.5,0.856,University of Texas Dallas
130,163.8297872,4,0.831,University of Texas Dallas
160,165,3,0.961,University of Texas Austin
130,170.212766,3,0.644,University of Texas Arlington
130,170.212766,3,0.644,University of Texas Arlington
155,165,3,0.783,University of Southern California
154,169,3.5,0.94,University of Southern California
131.9148936,168.0851064,4,0.987,University of Southern California
149,168,4,0.995,University of Southern California
130,170.212766,3.5,0.815,University of Southern California
156,169,3.5,0.856,University of Southern California
154,168,4,0.911,University of Southern California
169,152,0,0.979,University of Southern California
130,163.8297872,3,0.817,University of Southern California
130,163.8297872,4,0.831,University of Southern California
148,165,3.5,0.854,University of Southern California
154,169,3.5,0.94,University of Pennsylvania
154,168,4,0.911,University of Pennsylvania
154,163,3.5,0.981,University of Pennsylvania
154,169,3.5,0.94,University of Minnesota Twin Cities
136.1702128,168.0851064,4.5,0.918,University of Minnesota Twin Cities
151,160,3,0.91,University of Minnesota Twin Cities
155,166,3.5,0.925,University of Minnesota Twin Cities
154,168,4,0.911,University of Minnesota Twin Cities
169,152,0,0.979,University of Minnesota Twin Cities
148,165,3.5,0.854,University of Michigan Ann Arbor
134.0425532,170.212766,3.5,0.71,University of Massachusetts Amherst
130,170.212766,3,0.877,University of Maryland College Park
155,164,3.5,0.706,University of Maryland College Park
170.212766,170.212766,4,0.935,University of Illinois Urbana-Champaign
34,49,0,0.825,University of Illinois Urbana-Champaign
130,170.212766,3,0.9,University of Illinois Urbana-Champaign
167,170,4,0.873,University of Illinois Urbana-Champaign
153,161,4,0.736,University of Illinois Chicago
148,164,3,0.779,University of Illinois Chicago
159,168,3.5,0.651,University of Illinois Chicago
130,168.0851064,2.5,0.77,University of Illinois Chicago
130,161.7021277,3.5,0.86,University of Florida
